空气阻力系数k = f / v^2 = 0.800000, 初速(m/s)(向上为正) = -100.000000, 物体质量(kg) = 1.000000, 计算时间精度(ms) = 1.000000, 总计算时间(ms) = 10000.000000
时间(ms),速度(m/s),加速度(m/s^2),位移(m),总位移(m),冲量(Ns),做功(j)
7265.000000,-3.500000,-0.000000,-0.003500,-28.709709,-96.500000,0.000000
7270.000000,-3.500000,-0.000000,-0.003500,-28.727209,-96.500000,0.000000
7275.000000,-3.500000,-0.000000,-0.003500,-28.744709,-96.500000,0.000000
7280.000000,-3.500000,-0.000000,-0.003500,-28.762209,-96.500000,0.000000
7285.000000,-3.500000,-0.000000,-0.003500,-28.779709,-96.500000,0.000000
7290.000000,-3.500000,-0.000000,-0.003500,-28.797209,-96.500000,0.000000
7295.000000,-3.500000,-0.000000,-0.003500,-28.814709,-96.500000,0.000000
7300.000000,-3.500000,-0.000000,-0.003500,-28.832209,-96.500000,0.000000
7305.000000,-3.500000,-0.000000,-0.003500,-28.849709,-96.500000,0.000000
7310.000000,-3.500000,-0.000000,-0.003500,-28.867209,-96.500000,0.000000
7315.000000,-3.500000,-0.000000,-0.003500,-28.884709,-96.500000,0.000000
7320.000000,-3.500000,-0.000000,-0.003500,-28.902209,-96.500000,0.000000
7325.000000,-3.500000,-0.000000,-0.003500,-28.919709,-96.500000,0.000000
7330.000000,-3.500000,-0.000000,-0.003500,-28.937209,-96.500000,0.000000
7335.000000,-3.500000,-0.000000,-0.003500,-28.954709,-96.500000,0.000000
7340.000000,-3.500000,-0.000000,-0.003500,-28.972209,-96.500000,0.000000
7345.000000,-3.500000,-0.000000,-0.003500,-28.989709,-96.500000,0.000000
7350.000000,-3.500000,-0.000000,-0.003500,-29.007209,-96.500000,0.000000
7355.000000,-3.500000,-0.000000,-0.003500,-29.024709,-96.500000,0.000000
7360.000000,-3.500000,-0.000000,-0.003500,-29.042209,-96.500000,0.000000
7365.000000,-3.500000,-0.000000,-0.003500,-29.059709,-96.500000,0.000000
7370.000000,-3.500000,-0.000000,-0.003500,-29.077209,-96.500000,0.000000
7375.000000,-3.500000,-0.000000,-0.003500,-29.094709,-96.500000,0.000000
7380.000000,-3.500000,-0.000000,-0.003500,-29.112209,-96.500000,0.000000
7385.000000,-3.500000,-0.000000,-0.003500,-29.129709,-96.500000,0.000000
7390.000000,-3.500000,-0.000000,-0.003500,-29.147209,-96.500000,0.000000
7395.000000,-3.500000,-0.000000,-0.003500,-29.164709,-96.500000,0.000000
7400.000000,-3.500000,-0.000000,-0.003500,-29.182209,-96.500000,0.000000
7405.000000,-3.500000,-0.000000,-0.003500,-29.199709,-96.500000,0.000000
7410.000000,-3.500000,-0.000000,-0.003500,-29.217209,-96.500000,0.000000
7415.000000,-3.500000,-0.000000,-0.003500,-29.234709,-96.500000,0.000000
7420.000000,-3.500000,-0.000000,-0.003500,-29.252209,-96.500000,0.000000
7425.000000,-3.500000,-0.000000,-0.003500,-29.269709,-96.500000,0.000000
7430.000000,-3.500000,-0.000000,-0.003500,-29.287209,-96.500000,0.000000
7435.000000,-3.500000,-0.000000,-0.003500,-29.304709,-96.500000,0.000000
7440.000000,-3.500000,-0.000000,-0.003500,-29.322209,-96.500000,0.000000
7445.000000,-3.500000,-0.000000,-0.003500,-29.339709,-96.500000,0.000000
7450.000000,-3.500000,-0.000000,-0.003500,-29.357209,-96.500000,0.000000
7455.000000,-3.500000,-0.000000,-0.003500,-29.374709,-96.500000,0.000000
7460.000000,-3.500000,-0.000000,-0.003500,-29.392209,-96.500000,0.000000
7465.000000,-3.500000,-0.000000,-0.003500,-29.409709,-96.500000,0.000000
7470.000000,-3.500000,-0.000000,-0.003500,-29.427209,-96.500000,0.000000
7475.000000,-3.500000,-0.000000,-0.003500,-29.444709,-96.500000,0.000000
7480.000000,-3.500000,-0.000000,-0.003500,-29.462209,-96.500000,0.000000
7485.000000,-3.500000,-0.000000,-0.003500,-29.479709,-96.500000,0.000000
7490.000000,-3.500000,-0.000000,-0.003500,-29.497209,-96.500000,0.000000
7495.000000,-3.500000,-0.000000,-0.003500,-29.514709,-96.500000,0.000000
7500.000000,-3.500000,-0.000000,-0.003500,-29.532209,-96.500000,0.000000
7505.000000,-3.500000,-0.000000,-0.003500,-29.549709,-96.500000,0.000000
7510.000000,-3.500000,-0.000000,-0.003500,-29.567209,-96.500000,0.000000
7515.000000,-3.500000,-0.000000,-0.003500,-29.584709,-96.500000,0.000000
7520.000000,-3.500000,-0.000000,-0.003500,-29.602209,-96.500000,0.000000
7525.000000,-3.500000,-0.000000,-0.003500,-29.619709,-96.500000,0.000000
7530.000000,-3.500000,-0.000000,-0.003500,-29.637209,-96.500000,0.000000
7535.000000,-3.500000,-0.000000,-0.003500,-29.654709,-96.500000,0.000000
7540.000000,-3.500000,-0.000000,-0.003500,-29.672209,-96.500000,0.000000
7545.000000,-3.500000,-0.000000,-0.003500,-29.689709,-96.500000,0.000000
7550.000000,-3.500000,-0.000000,-0.003500,-29.707209,-96.500000,0.000000
7555.000000,-3.500000,-0.000000,-0.003500,-29.724709,-96.500000,0.000000
7560.000000,-3.500000,-0.000000,-0.003500,-29.742209,-96.500000,0.000000
7565.000000,-3.500000,-0.000000,-0.003500,-29.759709,-96.500000,0.000000
7570.000000,-3.500000,-0.000000,-0.003500,-29.777209,-96.500000,0.000000
7575.000000,-3.500000,-0.000000,-0.003500,-29.794709,-96.500000,0.000000
7580.000000,-3.500000,-0.000000,-0.003500,-29.812209,-96.500000,0.000000
7585.000000,-3.500000,-0.000000,-0.003500,-29.829709,-96.500000,0.000000
7590.000000,-3.500000,-0.000000,-0.003500,-29.847209,-96.500000,0.000000
7595.000000,-3.500000,-0.000000,-0.003500,-29.864709,-96.500000,0.000000
7600.000000,-3.500000,-0.000000,-0.003500,-29.882209,-96.500000,0.000000
7605.000000,-3.500000,-0.000000,-0.003500,-29.899709,-96.500000,0.000000
7610.000000,-3.500000,-0.000000,-0.003500,-29.917209,-96.500000,0.000000
7615.000000,-3.500000,-0.000000,-0.003500,-29.934709,-96.500000,0.000000
7620.000000,-3.500000,-0.000000,-0.003500,-29.952209,-96.500000,0.000000
7625.000000,-3.500000,-0.000000,-0.003500,-29.969709,-96.500000,0.000000
7630.000000,-3.500000,-0.000000,-0.003500,-29.987209,-96.500000,0.000000
7635.000000,-3.500000,-0.000000,-0.003500,-30.004709,-96.500000,0.000000
7640.000000,-3.500000,-0.000000,-0.003500,-30.022209,-96.500000,0.000000
7645.000000,-3.500000,-0.000000,-0.003500,-30.039709,-96.500000,0.000000
7650.000000,-3.500000,-0.000000,-0.003500,-30.057209,-96.500000,0.000000
7655.000000,-3.500000,-0.000000,-0.003500,-30.074709,-96.500000,0.000000
7660.000000,-3.500000,-0.000000,-0.003500,-30.092209,-96.500000,0.000000
7665.000000,-3.500000,-0.000000,-0.003500,-30.109709,-96.500000,0.000000
7670.000000,-3.500000,-0.000000,-0.003500,-30.127209,-96.500000,0.000000
7675.000000,-3.500000,-0.000000,-0.003500,-30.144709,-96.500000,0.000000
7680.000000,-3.500000,-0.000000,-0.003500,-30.162209,-96.500000,0.000000
7685.000000,-3.500000,-0.000000,-0.003500,-30.179709,-96.500000,0.000000
7690.000000,-3.500000,-0.000000,-0.003500,-30.197209,-96.500000,0.000000
7695.000000,-3.500000,-0.000000,-0.003500,-30.214709,-96.500000,0.000000
7700.000000,-3.500000,-0.000000,-0.003500,-30.232209,-96.500000,0.000000
7705.000000,-3.500000,-0.000000,-0.003500,-30.249709,-96.500000,0.000000
7710.000000,-3.500000,-0.000000,-0.003500,-30.267209,-96.500000,0.000000
7715.000000,-3.500000,-0.000000,-0.003500,-30.284709,-96.500000,0.000000
7720.000000,-3.500000,-0.000000,-0.003500,-30.302209,-96.500000,0.000000
7725.000000,-3.500000,-0.000000,-0.003500,-30.319709,-96.500000,0.000000
7730.000000,-3.500000,-0.000000,-0.003500,-30.337209,-96.500000,0.000000
7735.000000,-3.500000,-0.000000,-0.003500,-30.354709,-96.500000,0.000000
7740.000000,-3.500000,-0.000000,-0.003500,-30.372209,-96.500000,0.000000
7745.000000,-3.500000,-0.000000,-0.003500,-30.389709,-96.500000,0.000000
7750.000000,-3.500000,-0.000000,-0.003500,-30.407209,-96.500000,0.000000
7755.000000,-3.500000,-0.000000,-0.003500,-30.424709,-96.500000,0.000000
7760.000000,-3.500000,-0.000000,-0.003500,-30.442209,-96.500000,0.000000
7765.000000,-3.500000,-0.000000,-0.003500,-30.459709,-96.500000,0.000000
7770.000000,-3.500000,-0.000000,-0.003500,-30.477209,-96.500000,0.000000
7775.000000,-3.500000,-0.000000,-0.003500,-30.494709,-96.500000,0.000000
7780.000000,-3.500000,-0.000000,-0.003500,-30.512209,-96.500000,0.000000
7785.000000,-3.500000,-0.000000,-0.003500,-30.529709,-96.500000,0.000000
7790.000000,-3.500000,-0.000000,-0.003500,-30.547209,-96.500000,0.000000
7795.000000,-3.500000,-0.000000,-0.003500,-30.564709,-96.500000,0.000000
7800.000000,-3.500000,-0.000000,-0.003500,-30.582209,-96.500000,0.000000
7805.000000,-3.500000,-0.000000,-0.003500,-30.599709,-96.500000,0.000000
7810.000000,-3.500000,-0.000000,-0.003500,-30.617209,-96.500000,0.000000
7815.000000,-3.500000,-0.000000,-0.003500,-30.634709,-96.500000,0.000000
7820.000000,-3.500000,-0.000000,-0.003500,-30.652209,-96.500000,0.000000
7825.000000,-3.500000,-0.000000,-0.003500,-30.669709,-96.500000,0.000000
7830.000000,-3.500000,-0.000000,-0.003500,-30.687209,-96.500000,0.000000
7835.000000,-3.500000,-0.000000,-0.003500,-30.704709,-96.500000,0.000000
7840.000000,-3.500000,-0.000000,-0.003500,-30.722209,-96.500000,0.000000
7845.000000,-3.500000,-0.000000,-0.003500,-30.739709,-96.500000,0.000000
7850.000000,-3.500000,-0.000000,-0.003500,-30.757209,-96.500000,0.000000
7855.000000,-3.500000,-0.000000,-0.003500,-30.774709,-96.500000,0.000000
7860.000000,-3.500000,-0.000000,-0.003500,-30.792209,-96.500000,0.000000
7865.000000,-3.500000,-0.000000,-0.003500,-30.809709,-96.500000,0.000000
7870.000000,-3.500000,-0.000000,-0.003500,-30.827209,-96.500000,0.000000
7875.000000,-3.500000,-0.000000,-0.003500,-30.844709,-96.500000,0.000000
7880.000000,-3.500000,-0.000000,-0.003500,-30.862209,-96.500000,0.000000
7885.000000,-3.500000,-0.000000,-0.003500,-30.879709,-96.500000,0.000000
7890.000000,-3.500000,-0.000000,-0.003500,-30.897209,-96.500000,0.000000
7895.000000,-3.500000,-0.000000,-0.003500,-30.914709,-96.500000,0.000000
7900.000000,-3.500000,-0.000000,-0.003500,-30.932209,-96.500000,0.000000
7905.000000,-3.500000,-0.000000,-0.003500,-30.949709,-96.500000,0.000000
7910.000000,-3.500000,-0.000000,-0.003500,-30.967209,-96.500000,0.000000
7915.000000,-3.500000,-0.000000,-0.003500,-30.984709,-96.500000,0.000000
7920.000000,-3.500000,-0.000000,-0.003500,-31.002209,-96.500000,0.000000
7925.000000,-3.500000,-0.000000,-0.003500,-31.019709,-96.500000,0.000000
7930.000000,-3.500000,-0.000000,-0.003500,-31.037209,-96.500000,0.000000
7935.000000,-3.500000,-0.000000,-0.003500,-31.054709,-96.500000,0.000000
7940.000000,-3.500000,-0.000000,-0.003500,-31.072209,-96.500000,0.000000
7945.000000,-3.500000,-0.000000,-0.003500,-31.089709,-96.500000,0.000000
7950.000000,-3.500000,-0.000000,-0.003500,-31.107209,-96.500000,0.000000
7955.000000,-3.500000,-0.000000,-0.003500,-31.124709,-96.500000,0.000000
7960.000000,-3.500000,-0.000000,-0.003500,-31.142209,-96.500000,0.000000
7965.000000,-3.500000,-0.000000,-0.003500,-31.159709,-96.500000,0.000000
7970.000000,-3.500000,-0.000000,-0.003500,-31.177209,-96.500000,0.000000
7975.000000,-3.500000,-0.000000,-0.003500,-31.194709,-96.500000,0.000000
7980.000000,-3.500000,-0.000000,-0.003500,-31.212209,-96.500000,0.000000
7985.000000,-3.500000,-0.000000,-0.003500,-31.229709,-96.500000,0.000000
7990.000000,-3.500000,-0.000000,-0.003500,-31.247209,-96.500000,0.000000
7995.000000,-3.500000,-0.000000,-0.003500,-31.264709,-96.500000,0.000000
8000.000000,-3.500000,-0.000000,-0.003500,-31.282209,-96.500000,0.000000
8005.000000,-3.500000,-0.000000,-0.003500,-31.299709,-96.500000,0.000000
8010.000000,-3.500000,-0.000000,-0.003500,-31.317209,-96.500000,0.000000
8015.000000,-3.500000,-0.000000,-0.003500,-31.334709,-96.500000,0.000000
8020.000000,-3.500000,-0.000000,-0.003500,-31.352209,-96.500000,0.000000
8025.000000,-3.500000,-0.000000,-0.003500,-31.369709,-96.500000,0.000000
8030.000000,-3.500000,-0.000000,-0.003500,-31.387209,-96.500000,0.000000
8035.000000,-3.500000,-0.000000,-0.003500,-31.404709,-96.500000,0.000000
8040.000000,-3.500000,-0.000000,-0.003500,-31.422209,-96.500000,0.000000
8045.000000,-3.500000,-0.000000,-0.003500,-31.439709,-96.500000,0.000000
8050.000000,-3.500000,-0.000000,-0.003500,-31.457209,-96.500000,0.000000
8055.000000,-3.500000,-0.000000,-0.003500,-31.474709,-96.500000,0.000000
8060.000000,-3.500000,-0.000000,-0.003500,-31.492209,-96.500000,0.000000
8065.000000,-3.500000,-0.000000,-0.003500,-31.509709,-96.500000,0.000000
8070.000000,-3.500000,-0.000000,-0.003500,-31.527209,-96.500000,0.000000
8075.000000,-3.500000,-0.000000,-0.003500,-31.544709,-96.500000,0.000000
8080.000000,-3.500000,-0.000000,-0.003500,-31.562209,-96.500000,0.000000
8085.000000,-3.500000,-0.000000,-0.003500,-31.579709,-96.500000,0.000000
8090.000000,-3.500000,-0.000000,-0.003500,-31.597209,-96.500000,0.000000
8095.000000,-3.500000,-0.000000,-0.003500,-31.614709,-96.500000,0.000000
8100.000000,-3.500000,-0.000000,-0.003500,-31.632209,-96.500000,0.000000
8105.000000,-3.500000,-0.000000,-0.003500,-31.649709,-96.500000,0.000000
8110.000000,-3.500000,-0.000000,-0.003500,-31.667209,-96.500000,0.000000
8115.000000,-3.500000,-0.000000,-0.003500,-31.684709,-96.500000,0.000000
8120.000000,-3.500000,-0.000000,-0.003500,-31.702209,-96.500000,0.000000
8125.000000,-3.500000,-0.000000,-0.003500,-31.719709,-96.500000,0.000000
8130.000000,-3.500000,-0.000000,-0.003500,-31.737209,-96.500000,0.000000
8135.000000,-3.500000,-0.000000,-0.003500,-31.754709,-96.500000,0.000000
8140.000000,-3.500000,-0.000000,-0.003500,-31.772209,-96.500000,0.000000
8145.000000,-3.500000,-0.000000,-0.003500,-31.789709,-96.500000,0.000000
8150.000000,-3.500000,-0.000000,-0.003500,-31.807209,-96.500000,0.000000
8155.000000,-3.500000,-0.000000,-0.003500,-31.824709,-96.500000,0.000000
8160.000000,-3.500000,-0.000000,-0.003500,-31.842209,-96.500000,0.000000
8165.000000,-3.500000,-0.000000,-0.003500,-31.859709,-96.500000,0.000000
8170.000000,-3.500000,-0.000000,-0.003500,-31.877209,-96.500000,0.000000
8175.000000,-3.500000,-0.000000,-0.003500,-31.894709,-96.500000,0.000000
8180.000000,-3.500000,-0.000000,-0.003500,-31.912209,-96.500000,0.000000
8185.000000,-3.500000,-0.000000,-0.003500,-31.929709,-96.500000,0.000000
8190.000000,-3.500000,-0.000000,-0.003500,-31.947209,-96.500000,0.000000
8195.000000,-3.500000,-0.000000,-0.003500,-31.964709,-96.500000,0.000000
8200.000000,-3.500000,-0.000000,-0.003500,-31.982209,-96.500000,0.000000
8205.000000,-3.500000,-0.000000,-0.003500,-31.999709,-96.500000,0.000000
8210.000000,-3.500000,-0.000000,-0.003500,-32.017209,-96.500000,0.000000
8215.000000,-3.500000,-0.000000,-0.003500,-32.034709,-96.500000,0.000000
8220.000000,-3.500000,-0.000000,-0.003500,-32.052209,-96.500000,0.000000
8225.000000,-3.500000,-0.000000,-0.003500,-32.069709,-96.500000,0.000000
8230.000000,-3.500000,-0.000000,-0.003500,-32.087209,-96.500000,0.000000
8235.000000,-3.500000,-0.000000,-0.003500,-32.104709,-96.500000,0.000000
8240.000000,-3.500000,-0.000000,-0.003500,-32.122209,-96.500000,0.000000
8245.000000,-3.500000,-0.000000,-0.003500,-32.139709,-96.500000,0.000000
8250.000000,-3.500000,-0.000000,-0.003500,-32.157209,-96.500000,0.000000
8255.000000,-3.500000,-0.000000,-0.003500,-32.174709,-96.500000,0.000000
8260.000000,-3.500000,-0.000000,-0.003500,-32.192209,-96.500000,0.000000
8265.000000,-3.500000,-0.000000,-0.003500,-32.209709,-96.500000,0.000000
8270.000000,-3.500000,-0.000000,-0.003500,-32.227209,-96.500000,0.000000
8275.000000,-3.500000,-0.000000,-0.003500,-32.244709,-96.500000,0.000000
8280.000000,-3.500000,-0.000000,-0.003500,-32.262209,-96.500000,0.000000
8285.000000,-3.500000,-0.000000,-0.003500,-32.279709,-96.500000,0.000000
8290.000000,-3.500000,-0.000000,-0.003500,-32.297209,-96.500000,0.000000
8295.000000,-3.500000,-0.000000,-0.003500,-32.314709,-96.500000,0.000000
8300.000000,-3.500000,-0.000000,-0.003500,-32.332209,-96.500000,0.000000
8305.000000,-3.500000,-0.000000,-0.003500,-32.349709,-96.500000,0.000000
8310.000000,-3.500000,-0.000000,-0.003500,-32.367209,-96.500000,0.000000
8315.000000,-3.500000,-0.000000,-0.003500,-32.384709,-96.500000,0.000000
8320.000000,-3.500000,-0.000000,-0.003500,-32.402209,-96.500000,0.000000
8325.000000,-3.500000,-0.000000,-0.003500,-32.419709,-96.500000,0.000000
8330.000000,-3.500000,-0.000000,-0.003500,-32.437209,-96.500000,0.000000
8335.000000,-3.500000,-0.000000,-0.003500,-32.454709,-96.500000,0.000000
8340.000000,-3.500000,-0.000000,-0.003500,-32.472209,-96.500000,0.000000
8345.000000,-3.500000,-0.000000,-0.003500,-32.489709,-96.500000,0.000000
8350.000000,-3.500000,-0.000000,-0.003500,-32.507209,-96.500000,0.000000
8355.000000,-3.500000,-0.000000,-0.003500,-32.524709,-96.500000,0.000000
8360.000000,-3.500000,-0.000000,-0.003500,-32.542209,-96.500000,0.000000
8365.000000,-3.500000,-0.000000,-0.003500,-32.559709,-96.500000,0.000000
8370.000000,-3.500000,-0.000000,-0.003500,-32.577209,-96.500000,0.000000
8375.000000,-3.500000,-0.000000,-0.003500,-32.594709,-96.500000,0.000000
8380.000000,-3.500000,-0.000000,-0.003500,-32.612209,-96.500000,0.000000
8385.000000,-3.500000,-0.000000,-0.003500,-32.629709,-96.500000,0.000000
8390.000000,-3.500000,-0.000000,-0.003500,-32.647209,-96.500000,0.000000
8395.000000,-3.500000,-0.000000,-0.003500,-32.664709,-96.500000,0.000000
8400.000000,-3.500000,-0.000000,-0.003500,-32.682209,-96.500000,0.000000
8405.000000,-3.500000,-0.000000,-0.003500,-32.699709,-96.500000,0.000000
8410.000000,-3.500000,-0.000000,-0.003500,-32.717209,-96.500000,0.000000
8415.000000,-3.500000,-0.000000,-0.003500,-32.734709,-96.500000,0.000000
8420.000000,-3.500000,-0.000000,-0.003500,-32.752209,-96.500000,0.000000
8425.000000,-3.500000,-0.000000,-0.003500,-32.769709,-96.500000,0.000000
8430.000000,-3.500000,-0.000000,-0.003500,-32.787209,-96.500000,0.000000
8435.000000,-3.500000,-0.000000,-0.003500,-32.804709,-96.500000,0.000000
8440.000000,-3.500000,-0.000000,-0.003500,-32.822209,-96.500000,0.000000
8445.000000,-3.500000,-0.000000,-0.003500,-32.839709,-96.500000,0.000000
8450.000000,-3.500000,-0.000000,-0.003500,-32.857209,-96.500000,0.000000
8455.000000,-3.500000,-0.000000,-0.003500,-32.874709,-96.500000,0.000000
8460.000000,-3.500000,-0.000000,-0.003500,-32.892209,-96.500000,0.000000
8465.000000,-3.500000,-0.000000,-0.003500,-32.909709,-96.500000,0.000000
8470.000000,-3.500000,-0.000000,-0.003500,-32.927209,-96.500000,0.000000
8475.000000,-3.500000,-0.000000,-0.003500,-32.944709,-96.500000,0.000000
8480.000000,-3.500000,-0.000000,-0.003500,-32.962209,-96.500000,0.000000
8485.000000,-3.500000,-0.000000,-0.003500,-32.979709,-96.500000,0.000000
8490.000000,-3.500000,-0.000000,-0.003500,-32.997209,-96.500000,0.000000
8495.000000,-3.500000,-0.000000,-0.003500,-33.014709,-96.500000,0.000000
8500.000000,-3.500000,-0.000000,-0.003500,-33.032209,-96.500000,0.000000
8505.000000,-3.500000,-0.000000,-0.003500,-33.049709,-96.500000,0.000000
8510.000000,-3.500000,-0.000000,-0.003500,-33.067209,-96.500000,0.000000
8515.000000,-3.500000,-0.000000,-0.003500,-33.084709,-96.500000,0.000000
8520.000000,-3.500000,-0.000000,-0.003500,-33.102209,-96.500000,0.000000
8525.000000,-3.500000,-0.000000,-0.003500,-33.119709,-96.500000,0.000000
8530.000000,-3.500000,-0.000000,-0.003500,-33.137209,-96.500000,0.000000
8535.000000,-3.500000,-0.000000,-0.003500,-33.154709,-96.500000,0.000000
8540.000000,-3.500000,-0.000000,-0.003500,-33.172209,-96.500000,0.000000
8545.000000,-3.500000,-0.000000,-0.003500,-33.189709,-96.500000,0.000000
8550.000000,-3.500000,-0.000000,-0.003500,-33.207209,-96.500000,0.000000
8555.000000,-3.500000,-0.000000,-0.003500,-33.224709,-96.500000,0.000000
8560.000000,-3.500000,-0.000000,-0.003500,-33.242209,-96.500000,0.000000
8565.000000,-3.500000,-0.000000,-0.003500,-33.259709,-96.500000,0.000000
8570.000000,-3.500000,-0.000000,-0.003500,-33.277209,-96.500000,0.000000
8575.000000,-3.500000,-0.000000,-0.003500,-33.294709,-96.500000,0.000000
8580.000000,-3.500000,-0.000000,-0.003500,-33.312209,-96.500000,0.000000
8585.000000,-3.500000,-0.000000,-0.003500,-33.329709,-96.500000,0.000000
8590.000000,-3.500000,-0.000000,-0.003500,-33.347209,-96.500000,0.000000
8595.000000,-3.500000,-0.000000,-0.003500,-33.364709,-96.500000,0.000000
8600.000000,-3.500000,-0.000000,-0.003500,-33.382209,-96.500000,0.000000
8605.000000,-3.500000,-0.000000,-0.003500,-33.399709,-96.500000,0.000000
8610.000000,-3.500000,-0.000000,-0.003500,-33.417209,-96.500000,0.000000
8615.000000,-3.500000,-0.000000,-0.003500,-33.434709,-96.500000,0.000000
8620.000000,-3.500000,-0.000000,-0.003500,-33.452209,-96.500000,0.000000
8625.000000,-3.500000,-0.000000,-0.003500,-33.469709,-96.500000,0.000000
8630.000000,-3.500000,-0.000000,-0.003500,-33.487209,-96.500000,0.000000
8635.000000,-3.500000,-0.000000,-0.003500,-33.504709,-96.500000,0.000000
8640.000000,-3.500000,-0.000000,-0.003500,-33.522209,-96.500000,0.000000
8645.000000,-3.500000,-0.000000,-0.003500,-33.539709,-96.500000,0.000000
8650.000000,-3.500000,-0.000000,-0.003500,-33.557209,-96.500000,0.000000
8655.000000,-3.500000,-0.000000,-0.003500,-33.574709,-96.500000,0.000000
8660.000000,-3.500000,-0.000000,-0.003500,-33.592209,-96.500000,0.000000
8665.000000,-3.500000,-0.000000,-0.003500,-33.609709,-96.500000,0.000000
8670.000000,-3.500000,-0.000000,-0.003500,-33.627209,-96.500000,0.000000
8675.000000,-3.500000,-0.000000,-0.003500,-33.644709,-96.500000,0.000000
8680.000000,-3.500000,-0.000000,-0.003500,-33.662209,-96.500000,0.000000
8685.000000,-3.500000,-0.000000,-0.003500,-33.679709,-96.500000,0.000000
8690.000000,-3.500000,-0.000000,-0.003500,-33.697209,-96.500000,0.000000
8695.000000,-3.500000,-0.000000,-0.003500,-33.714709,-96.500000,0.000000
8700.000000,-3.500000,-0.000000,-0.003500,-33.732209,-96.500000,0.000000
8705.000000,-3.500000,-0.000000,-0.003500,-33.749709,-96.500000,0.000000
8710.000000,-3.500000,-0.000000,-0.003500,-33.767209,-96.500000,0.000000
8715.000000,-3.500000,-0.000000,-0.003500,-33.784709,-96.500000,0.000000
8720.000000,-3.500000,-0.000000,-0.003500,-33.802209,-96.500000,0.000000
8725.000000,-3.500000,-0.000000,-0.003500,-33.819709,-96.500000,0.000000
8730.000000,-3.500000,-0.000000,-0.003500,-33.837209,-96.500000,0.000000
8735.000000,-3.500000,-0.000000,-0.003500,-33.854709,-96.500000,0.000000
8740.000000,-3.500000,-0.000000,-0.003500,-33.872209,-96.500000,0.000000
8745.000000,-3.500000,-0.000000,-0.003500,-33.889709,-96.500000,0.000000
8750.000000,-3.500000,-0.000000,-0.003500,-33.907209,-96.500000,0.000000
8755.000000,-3.500000,-0.000000,-0.003500,-33.924709,-96.500000,0.000000
8760.000000,-3.500000,-0.000000,-0.003500,-33.942209,-96.500000,0.000000
8765.000000,-3.500000,-0.000000,-0.003500,-33.959709,-96.500000,0.000000
8770.000000,-3.500000,-0.000000,-0.003500,-33.977209,-96.500000,0.000000
8775.000000,-3.500000,-0.000000,-0.003500,-33.994709,-96.500000,0.000000
8780.000000,-3.500000,-0.000000,-0.003500,-34.012209,-96.500000,0.000000
8785.000000,-3.500000,-0.000000,-0.003500,-34.029709,-96.500000,0.000000
8790.000000,-3.500000,-0.000000,-0.003500,-34.047209,-96.500000,0.000000
8795.000000,-3.500000,-0.000000,-0.003500,-34.064709,-96.500000,0.000000
8800.000000,-3.500000,-0.000000,-0.003500,-34.082209,-96.500000,0.000000
8805.000000,-3.500000,-0.000000,-0.003500,-34.099709,-96.500000,0.000000
8810.000000,-3.500000,-0.000000,-0.003500,-34.117209,-96.500000,0.000000
8815.000000,-3.500000,-0.000000,-0.003500,-34.134709,-96.500000,0.000000
8820.000000,-3.500000,-0.000000,-0.003500,-34.152209,-96.500000,0.000000
8825.000000,-3.500000,-0.000000,-0.003500,-34.169709,-96.500000,0.000000
8830.000000,-3.500000,-0.000000,-0.003500,-34.187209,-96.500000,0.000000
8835.000000,-3.500000,-0.000000,-0.003500,-34.204709,-96.500000,0.000000
8840.000000,-3.500000,-0.000000,-0.003500,-34.222209,-96.500000,0.000000
8845.000000,-3.500000,-0.000000,-0.003500,-34.239709,-96.500000,0.000000
8850.000000,-3.500000,-0.000000,-0.003500,-34.257209,-96.500000,0.000000
8855.000000,-3.500000,-0.000000,-0.003500,-34.274709,-96.500000,0.000000
8860.000000,-3.500000,-0.000000,-0.003500,-34.292209,-96.500000,0.000000
8865.000000,-3.500000,-0.000000,-0.003500,-34.309709,-96.500000,0.000000
8870.000000,-3.500000,-0.000000,-0.003500,-34.327209,-96.500000,0.000000
8875.000000,-3.500000,-0.000000,-0.003500,-34.344709,-96.500000,0.000000
8880.000000,-3.500000,-0.000000,-0.003500,-34.362209,-96.500000,0.000000
8885.000000,-3.500000,-0.000000,-0.003500,-34.379709,-96.500000,0.000000
8890.000000,-3.500000,-0.000000,-0.003500,-34.397209,-96.500000,0.000000
8895.000000,-3.500000,-0.000000,-0.003500,-34.414709,-96.500000,0.000000
8900.000000,-3.500000,-0.000000,-0.003500,-34.432209,-96.500000,0.000000
8905.000000,-3.500000,-0.000000,-0.003500,-34.449709,-96.500000,0.000000
8910.000000,-3.500000,-0.000000,-0.003500,-34.467209,-96.500000,0.000000
8915.000000,-3.500000,-0.000000,-0.003500,-34.484709,-96.500000,0.000000
8920.000000,-3.500000,-0.000000,-0.003500,-34.502209,-96.500000,0.000000
8925.000000,-3.500000,-0.000000,-0.003500,-34.519709,-96.500000,0.000000
8930.000000,-3.500000,-0.000000,-0.003500,-34.537209,-96.500000,0.000000
8935.000000,-3.500000,-0.000000,-0.003500,-34.554709,-96.500000,0.000000
8940.000000,-3.500000,-0.000000,-0.003500,-34.572209,-96.500000,0.000000
8945.000000,-3.500000,-0.000000,-0.003500,-34.589709,-96.500000,0.000000
